,name,description,units,valid values,var_type,min,max
642,mta7460,Percentage of mortgage type trades that are ever 90 or more days delinquent or derogatory,%,0-100,numeric,0,100
643,mta8120,Number of months since the most recently opened mortgage type trade including indeterminates,Months,0-9990,numeric,0,9990
644,mta8150,"Number of months since the most recent 30 days delinquency on mortgage type trades, excluding unsatisfied derogatory including indeterminates",Months,0-9990,numeric,0,9990
645,mta8153,"Number of months since the most recent 60 days delinquency on mortgage type trades, excluding unsatisfied derogatory including indeterminates",Months,0-9990,numeric,0,9990
646,pil1300,Total number of personal installment trades never delinquent or derogatory,Trades,0-90,numeric,0,90
647,pil2328,Total number of personal installment trades ever 30 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
648,pil2358,Total number of personal installment trades ever 60 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
649,pil2388,Total number of personal installment trades ever 90 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
650,pil2800,Total number of personal installment trades ever derogatory,Trades,0-90,numeric,0,90
651,pil5020,Total balance on open personal installment trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
652,pil5320,Total credit amount on open personal installment trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
653,pil6200,Worst ever status on a personal installment trade including indeterminates,Rank,0-400,numeric,0,400
654,pil8120,Number of months since the most recently opened personal installment trade including indeterminates,Months,0-9990,numeric,0,9990
655,rec5020,Total balance on open recreational merchandise trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
656,rec5120,Maximum balance on open recreational merchandise trades reported in the last 6 months,$,0-999999990,numeric,0,999999990
657,reh0300,Total number of revolving trades excluding home equity line of credit trades,Trades,0-90,numeric,0,90
658,reh0416,Total number of open revolving trades reported in the last 6 months excluding home equity line of credit trades,Trades,0-90,numeric,0,90
659,reh0437,Total number of open revolving trades opened in the last 12 months excluding home equity line of credit trades ,Trades,0-90,numeric,0,90
660,reh2000,Total number of open revolving trades presently satisfactory reported in the last 6 months excluding home equity line of credit trades,Trades,0-90,numeric,0,90
661,reh2688,Total number of revolving trades ever 90 or more days delinquent or derogatory opened in the last 24 months excluding home equity line of credit trades,Trades,0-90,numeric,0,90
662,reh3410,Total number of open revolving trades with a balance > $0 excluding home equity line of credit trades,Trades,0-90,numeric,0,90
663,reh3423,Total number of open revolving trades with a balance to credit amount ratio >= 100 reported in the last 6 months excluding home equity line of credit trades,Trades,0-90,numeric,0,90
664,reh3510,Total number of revolving trades with a balance > $0 reported in the last 6 months excluding derogatory trades and home equity line of credit,Trades,0-90,numeric,0,90
665,reh5020,Total balance on open revolving trades reported in the last 6 months excluding home equity line of credit trades ,$,0-999999990,numeric,0,999999990
666,reh5030,"Total balance on open, or closed with a balance > $0 revolving trades, reported in the last 6 months, excluding derogatory and home equity line of credit trades",$,0-999999990,numeric,0,999999990
667,reh5120,Maximum balance on open revolving trades reported in the last 6 months excluding home equity line of credit trades ,$,0-999999990,numeric,0,999999990
668,reh5320,Total credit amount on open revolving trades reported in the last 6 months excluding home equity line of credit trades,$,0-999999990,numeric,0,999999990
669,reh5420,Maximum credit amount on open revolving trades reported in the last 6 months excluding home equity line of credit trades,$,0-999999990,numeric,0,999999990
670,reh5820,Total monthly payment on open revolving trades reported in the last 6 months excluding home equity line of credit trades,$,0-999999990,numeric,0,999999990
671,reh5830,"Total monthly payment on open, or closed with a balance > $0 revolving trades, reported in the last 6 months excluding home equity line of credit trades",$,0-999999990,numeric,0,999999990
672,reh7110,"Overall balance to credit amount ratio on open revolving trades reported in the last 6 months with credit amount > $0, excluding home equity line of credit trades",%,0-990,numeric,0,990
673,reh7120,"Maximum single balance to credit amount ratio on an open revolving trade reported in the last 6 months with credit amount > $0, excluding home equity line of credit trades",%,0-990,numeric,0,990
674,reh8220,Number of months since the oldest revolving trade was opened excluding home equity line of credit trades including indeterminates,Months,0-9990,numeric,0,9990
675,reh8227,Number of months since the oldest open and presently satisfactory revolving trade was opened excluding home equity line of credit trades,Months,0-9990,numeric,0,9990
676,rev0300,Total number of revolving trades,Trades,0-90,numeric,0,90
677,rev0318,Total number of revolving trades reported in the last 24 months,Trades,0-90,numeric,0,90
678,rev0438,Total number of open revolving trades opened in the last 24 months ,Trades,0-90,numeric,0,90
679,rev1300,Total number of revolving trades never delinquent or derogatory,Trades,0-90,numeric,0,90
680,rev1360,Total number of revolving trades never delinquent or derogatory occurred in the last 6 months,Trades,0-90,numeric,0,90
681,rev1370,Total number of revolving trades never delinquent or derogatory occurred in the last 12 months,Trades,0-90,numeric,0,90
682,rev1380,Total number of revolving trades never delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
683,rev1401,Total number of open revolving trades with a balance > $0 never delinquent or derogatory,Trades,0-90,numeric,0,90
684,rev2126,Total number of revolving trades presently 30 or more days delinquent or derogatory occurred in the last 6 months,Trades,0-90,numeric,0,90
685,rev2176,Total number of revolving trades presently 90-180 days delinquent reported in the last 6 months ,Trades,0-90,numeric,0,90
686,rev2206,Total number of revolving trades presently derogatory occurred in the last 6 months,Trades,0-90,numeric,0,90
687,rev2320,Total number of revolving trades ever 30 or more days delinquent or derogatory,Trades,0-90,numeric,0,90
688,rev2326,Total number of revolving trades ever 30 or more days delinquent or derogatory occurred in the last 6 months,Trades,0-90,numeric,0,90
689,rev2328,Total number of revolving trades ever 30 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
690,rev2350,Total number of revolving trades ever 60 or more days delinquent or derogatory ,Trades,0-90,numeric,0,90
691,rev2357,Total number of revolving trades ever 60 or more days delinquent or derogatory occurred in the last 12 months,Trades,0-90,numeric,0,90
692,rev2358,Total number of revolving trades ever 60 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
693,rev2380,Total number of revolving trades ever 90 or more days delinquent or derogatory,Trades,0-90,numeric,0,90
694,rev2386,Total number of revolving trades ever 90 or more days delinquent or derogatory occurred in the last 6 months,Trades,0-90,numeric,0,90
695,rev2387,Total number of revolving trades ever 90 or more days delinquent or derogatory occurred in the last 12 months,Trades,0-90,numeric,0,90
696,rev2388,Total number of revolving trades ever 90 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
697,rev2800,Total number of revolving trades ever derogatory,Trades,0-90,numeric,0,90
698,rev2840,Total number of charge-off revolving trades,Trades,0-90,numeric,0,90
699,rev3421,Total number of open revolving trades with a balance to credit amount ratio >= 50 reported in the last 6 months ,Trades,0-90,numeric,0,90
700,rev3517,Total number of revolving trades with a balance > $0 and amount past due > $0 reported in the last 6 months excluding derogatory trades,Trades,0-90,numeric,0,90
701,rev4070,Total number of occurrences of 30 days delinquency in the last 12 months on revolving trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
702,rev4080,Total number of occurrences of 30 days delinquency in the last 24 months on revolving trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
703,rev4770,Total number of occurrences of 90-180 days delinquency in the last 12 months on revolving trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
704,rev5002,Total balance on revolving trades with credit limit > $0 excluding collections,$,0-999999990,numeric,0,999999990
705,rev5020,Total balance on open revolving trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
706,rev5030,"Total balance on open, or closed with a balance > $0 revolving trades, reported in the last 6 months excluding derogatory trades",$,0-999999990,numeric,0,999999990
707,rev5032,"Total balance on open, or closed with a balance > $0 revolving trades with credit limit > $0, excluding derogatory trades",$,0-999999990,numeric,0,999999990
708,rev5036,"Total balance on open, or closed with a balance > $0 revolving trades opened in the last 6 month, excluding derogatory trades",$,0-999999990,numeric,0,999999990
709,rev5040,Total balance on revolving trades presently 30 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
710,rev5043,Total balance on revolving trades presently 60 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
711,rev5047,Total balance on revolving trades presently 90-180 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
712,rev5070,Total balance on revolving trades presently derogatory occurred in the last 6 months,$,0-999999990,numeric,0,999999990
713,rev5740,Total amount past due on revolving trades presently 30 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
714,rev5743,Total amount past due on revolving trades presently 60 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
715,rev5830,"Total monthly payment on open, or closed with a balance > $0 revolving trades, reported in the last 6 months excluding derogatory trades",$,0-999999990,numeric,0,999999990
716,rev6200,Worst ever status on a revolving trade including indeterminates,Rank,0-400,numeric,0,400
717,rev6220,Worst ever status on a revolving trade opened in the last 24 months including indeterminates,Rank,0-400,numeric,0,400
718,rev6270,Worst ever status on a revolving trade in the last 12 months including indeterminates,Rank,0-400,numeric,0,400
719,rev7114,"Ratio of total balance on open, or closed with a balance > $0 revolving trades excluding derogatory to total credit limit on open revolving trades, with credit limit > $",%,0-990,numeric,0,990
720,rev7140,Overall balance to credit limit ratio on open revolving trades reported in the last 6 months with credit limit > $0,%,0-990,numeric,0,990
721,rev7410,Percentage of revolving trades that are open and reported in the last 6 months,%,0-100,numeric,0,100
722,rev7420,Percentage of revolving trades that have a balance > $0 reported in the last 6 months excluding derogatory,%,0-100,numeric,0,100
723,rev7433,Percentage of revolving trades reported in the last 12 months that are never delinquent or derogatory occurred in the last 12 months ,%,0-100,numeric,0,100
724,rev7434,Percentage of revolving trades reported in the last 24 months that are never delinquent or derogatory occurred in the last 24 months ,%,0-100,numeric,0,100
725,rev7436,Percentage of revolving trades that are never delinquent or derogatory occurred in the last 6 months ,%,0-100,numeric,0,100
726,rev7437,Percentage of revolving trades that are never delinquent or derogatory occurred in the last 12 months ,%,0-100,numeric,0,100
727,rev7438,Percentage of revolving trades that are never delinquent or derogatory occurred in the last 24 months ,%,0-100,numeric,0,100
728,rev7443,Percentage of revolving trades reported in the last 12 months that are 30 or more days delinquent or derogatory occurred in the last 12 months,%,0-100,numeric,0,100
729,rev7446,Percentage of revolving trades that are 30 or more days delinquent or derogatory occurred in the last 6 months ,%,0-100,numeric,0,100
730,rev7460,Percentage of revolving trades that are ever 90 or more days delinquent or derogatory,%,0-100,numeric,0,100
731,rev7470,Percentage of revolving trades that are ever derogatory ,%,0-100,numeric,0,100
732,rev7801,"Ratio of total available credit amount on open revolving trades to total monthly payments on open installment, first and second mortgage trades, reported in the last 6 months",Months,0-999999990,numeric,0,999999990
733,rev8120,Number of months since the most recently opened revolving trade including indeterminates,Months,0-9990,numeric,0,9990
734,rev8151,"Number of months since the most recent 30-180 days delinquency on revolving trades, excluding unsatisfied derogatory including indeterminates",Months,0-9990,numeric,0,9990
735,rev8153,"Number of months since the most recent 60 days delinquency on revolving trades, excluding unsatisfied derogatory including indeterminates",Months,0-9990,numeric,0,9990
736,rev8157,"Number of months since the most recent 90-180 days delinquency on revolving trades, excluding unsatisfied derogatory including indeterminates",Months,0-9990,numeric,0,9990
737,rev8220,Number of months since the oldest revolving trade was opened including indeterminates,Months,0-9990,numeric,0,9990
738,rev8320,Average number of months since revolving trades were opened including indeterminates,Months,0-9990,numeric,0,9990
739,rta0416,Total number of open retail trades reported in the last 6 months ,Trades,0-90,numeric,0,90
740,rta0436,Total number of open retail trades opened in the last 6 months ,Trades,0-90,numeric,0,90
741,rta2306,Total number of retail trades 30 days delinquent in the last 6 months excluding unsatisfied derogatory,Trades,0-90,numeric,0,90
742,rta2307,Total number of retail trades 30 days delinquent in the last 12 months excluding unsatisfied derogatory,Trades,0-90,numeric,0,90
743,rta2308,Total number of retail trades 30 days delinquent in the last 24 months excluding unsatisfied derogatory,Trades,0-90,numeric,0,90
744,rta2336,Total number of retail trades 60 days delinquent in the last 6 months excluding unsatisfied derogatory,Trades,0-90,numeric,0,90
745,rta2367,Total number of retail trades 90 days delinquent in the last 12 months excluding unsatisfied derogatory,Trades,0-90,numeric,0,90
746,rta3110,Total number of retail trades with a balance > $0 including indeterminates,Trades,0-90,numeric,0,90
747,rta5030,"Total balance on open, or closed with a balance > $0 retail trades, reported in the last 6 months excluding derogatory trades",$,0-999999990,numeric,0,999999990
748,rta5320,Total credit amount on open retail trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
749,rta5830,"Total monthly payment on open, or closed with a balance > $0 retail trades, reported in the last 6 months excluding derogatory trades",$,0-999999990,numeric,0,999999990
750,rta6280,Worst ever status on a retail trade in the last 24 months including indeterminates,Rank,0-400,numeric,0,400
751,rta7110,Overall balance to credit amount ratio on open retail trades reported in the last 6 months with credit amount > $0,%,0-990,numeric,0,990
752,rta7300,Percentage of trades excluding collections that are retail trades,%,0-100,numeric,0,100
753,rta8122,Number of months since the most recently opened open retail trade,Months,0-9990,numeric,0,9990
754,rta8151,"Number of months since the most recent 30-180 days delinquency on retail trades, excluding unsatisfied derogatory including indeterminates",Months,0-9990,numeric,0,9990
755,rti0300,Total number of installment retail trades,Trades,0-90,numeric,0,90
756,rti4180,Total number of occurrences of 30-180 days delinquency in the last 24 months on installment retail trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
757,rti5020,Total balance on open installment retail trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
758,rti5820,Total monthly payment on open installment retail trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
759,rtr0300,Total number of revolving retail trades,Trades,0-90,numeric,0,90
760,rtr0416,Total number of open revolving retail trades reported in the last 6 months ,Trades,0-90,numeric,0,90
761,rtr0437,Total number of open revolving retail trades opened in the last 12 months ,Trades,0-90,numeric,0,90
762,rtr0438,Total number of open revolving retail trades opened in the last 24 months ,Trades,0-90,numeric,0,90
763,rtr1300,Total number of revolving retail trades never delinquent or derogatory,Trades,0-90,numeric,0,90
764,rtr1380,Total number of revolving retail trades never delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
765,rtr2320,Total number of revolving retail trades ever 30 or more days delinquent or derogatory,Trades,0-90,numeric,0,90
766,rtr2328,Total number of revolving retail trades ever 30 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
767,rtr2358,Total number of revolving retail trades ever 60 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
768,rtr2380,Total number of revolving retail trades ever 90 or more days delinquent or derogatory,Trades,0-90,numeric,0,90
769,rtr2388,Total number of revolving retail trades ever 90 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
770,rtr3347,"Total number of retail revolving trades that opened 6-24 months ago and had only a balance activity within the first 2 months after the opening, excluding unsatisfied derogatory",Trades,0-90,numeric,0,90
771,rtr3348,"Total number of retail revolving trades that opened more than 6 months ago and had only balance activity within the first 2 months after the opening, including indeterminates and excluding unsatisfied derogatory",Trades,0-90,numeric,0,90
772,rtr3422,Total number of open revolving retail trades with a balance to credit amount ratio >= 75 reported in the last 6 months ,Trades,0-90,numeric,0,90
773,rtr3510,Total number of revolving retail trades with a balance > $0 reported in the last 6 months excluding derogatory trades,Trades,0-90,numeric,0,90
774,rtr5020,Total balance on open revolving retail trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
775,rtr5030,"Total balance on open, or closed with a balance > $0 revolving retail trades, reported in the last 6 months excluding derogatory trades",$,0-999999990,numeric,0,999999990
776,rtr5038,"Total balance on open, or closed with a balance > $0 revolving retail trades with actual payment > $0, excluding derogatory trades, reported in the last 6 months",$,0-999999990,numeric,0,999999990
777,rtr5227,Actual payment on an open revolving retail trade with the highest balance and actual payment > $0,$,0-999999990,numeric,0,999999990
778,rtr5228,"Actual payment on an open revolving retail trade with the highest credit amount, actual payment > $0 and credit amount > $0",$,0-999999990,numeric,0,999999990
779,rtr5320,Total credit amount on open revolving retail trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
780,rtr5620,Total available credit amount on open revolving retail trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
781,rtr5627,Total available credit limit on open revolving retail trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
782,rtr5920,Total actual payment on open revolving retail trades,$,0-999999990,numeric,0,999999990
783,rtr5930,"Total actual payment on open, or closed with a balance > $0 revolving retail trades, excluding derogatory trades, reported in the last 6 months ",$,0-999999990,numeric,0,999999990
784,rtr7110,Overall balance to credit amount ratio on open revolving retail trades reported in the last 6 months with credit amount > $0,%,0-990,numeric,0,990
785,rtr7140,Overall balance to credit limit ratio on open revolving retail trades reported in the last 6 months with credit limit > $0,%,0-990,numeric,0,990
786,rtr7160,"Overall actual payment to balance ratio on open, or closed with a balance > $0 revolving retail trades with actual payment > $0, excluding derogatory trades, reported in the last 6 months",%,0-990,numeric,0,990
787,rtr7216,Percentage of balance on open revolving trades reported in the last 6 months that are revolving retail trades (requires 2 or more qualified trades),%,0-990,numeric,0,990
788,rtr7620,"Percentage of total actual payment on open revolving retail trades that have the highest credit amount,  actual payment > $0 and credit amount > $0",%,0-100,numeric,0,100
789,rtr8120,Number of months since the most recently opened revolving retail trade including indeterminates,Months,0-9990,numeric,0,9990
790,rtr8220,Number of months since the oldest revolving retail trade was opened including indeterminates,Months,0-9990,numeric,0,9990
791,rtr8320,Average number of months since revolving retail trades were opened including indeterminates,Months,0-9990,numeric,0,9990
792,stu0436,Total number of open non-deferred student trades opened in the last 6 months ,Trades,0-90,numeric,0,90
793,stu0437,Total number of open non-deferred student trades opened in the last 12 months ,Trades,0-90,numeric,0,90
794,stu0701,Total number of closed deferred student trades ,Trades,0-90,numeric,0,90
795,stu0802,Total number of deferred student trades ,Trades,0-90,numeric,0,90
796,stu0806,Total number of deferred student trades opened in the last 6 months ,Trades,0-90,numeric,0,90
797,stu0807,Total number of deferred student trades opened in the last 12 months ,Trades,0-90,numeric,0,90
798,stu0837,Total number of open deferred student trades opened in the last 12 months ,Trades,0-90,numeric,0,90
799,stu1100,Total number of student trades never delinquent or derogatory including indeterminates (deferred included),Trades,0-90,numeric,0,90
800,stu1300,Total number of non-deferred student trades never delinquent or derogatory,Trades,0-90,numeric,0,90
801,stu2000,Total number of open non-deferred student trades presently satisfactory reported in the last 6 months ,Trades,0-90,numeric,0,90
802,stu2007,Total number of open deferred student trades presently satisfactory reported in the last 6 months ,Trades,0-90,numeric,0,90
803,stu2558,Total number of student trades ever 60 or more days delinquent or derogatory occurred in the last 24 months including indeterminates (deferred included),Trades,0-90,numeric,0,90
804,stu2580,Total number of student trades ever 90 or more days delinquent or derogatory including indeterminates (deferred included),Trades,0-90,numeric,0,90
805,stu4180,Total number of occurrences of 30-180 days delinquency in the last 24 months on non-deferred student trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
806,stu5020,Total balance on open non-deferred student trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
807,stu5031,"Total balance on open, or closed a balance > $0 student trades, reported in the last 6 months excluding derogatory trades including indeterminates (deferred included)",$,0-999999990,numeric,0,999999990
808,stu5092,Total balance on open deferred student trades ,$,0-999999990,numeric,0,999999990
809,stu5123,Balance on an open deferred student trade with nearest future payment start date ,$,0-999999990,numeric,0,999999990
810,stu5127,Maximum balance on open deferred student trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
811,stu5327,Total credit amount on open deferred student trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
812,stu5420,Maximum credit amount on open non-deferred student trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
813,stu5820,Total monthly payment on open non-deferred student trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
814,stu6280,Worst ever status on a student trade in the last 24 months including indeterminates (deferred included),Rank,0-400,numeric,0,400
815,stu7110,Overall balance to credit amount ratio on open non-deferred student trades reported in the last 6 months with credit amount > $0,%,0-990,numeric,0,990
816,stu8120,Number of months since the most recently opened student trade including indeterminates (deferred included),Months,0-9990,numeric,0,9990
817,stu8122,Number of months since the most recently opened open student trade including deferred,Months,0-9990,numeric,0,9990
818,stu8142,Number of months to the nearest future payment start date on an open deferred student trade,Months,0-9990,numeric,0,9990
819,stu8151,"Number of months since the most recent 30-180 days delinquency on student trades, excluding unsatisfied derogatory including indeterminates (deferred included)",Months,0-9990,numeric,0,9990
820,stu8228,Number of months since the oldest non-deferred student trade was opened including indeterminates,Months,0-9990,numeric,0,9990
821,use0300,Total number of authorized user trades,Trades,0-90,numeric,0,90
822,use0416,Total number of open authorized user trades reported in the last 6 months,Trades,0-90,numeric,0,90
